order_id,customer_id,product_id,quantity,discount,order_date
ORD006884,CUST00790,PROD00173,13,0.0,2023-06-05
ORD004314,CUST00911,PROD00167,11,0.1,2022-11-22
ORD009194,CUST00200,PROD00428,2,0.1,2022-05-29
ORD001920,CUST00300,PROD00309,6,0.05,2023-12-10
ORD000702,CUST00514,PROD00228,6,0.0,2022-11-11
ORD005313,CUST00357,PROD00190,10,0.1,2022-11-11
ORD002814,CUST00758,PROD00365,6,0.0,2024-09-15
ORD008760,CUST01050,PROD00474,3,0.0,2022-05-20
ORD009427,CUST00574,PROD00435,6,0.15,2024-05-29
ORD005816,CUST00848,PROD00012,5,0.25,2024-05-31
ORD002927,CUST00802,PROD00191,8,0.05,2023-06-16
ORD005822,CUST00811,PROD00028,6,0.1,2024-02-09
ORD002767,CUST00857,PROD00458,1,0.1,2022-02-22
ORD000773,CUST00383,PROD00463,8,0.0,2022-09-29
ORD001299,CUST00054,PROD00421,3,0.2,2023-10-29
ORD010331,CUST00732,PROD00373,9,0.2,2023-02-13
ORD001353,CUST00889,PROD00477,1,,2024-02-17
ORD004056,CUST00946,PROD00317,9,0.0,2022-03-28
ORD010261,CUST00426,PROD00315,11,0.0,2023-09-16
ORD001288,CUST00134,PROD00380,13,0.0,2024-11-26
ORD004783,CUST00219,PROD00448,10,0.05,2022-04-08
ORD007429,CUST00710,PROD00336,2,0.1,2023-03-22
ORD008835,CUST00927,PROD00508,7,0.2,2024-09-11
ORD004871,CUST00274,PROD00186,1,0.0,2022-06-28
ORD004727,CUST00797,PROD00031,12,0.2,2023-01-26
ORD002014,CUST00825,PROD00265,12,,2024-04-07
ORD009430,CUST00757,PROD00463,4,0.1,2024-08-30
ORD004194,CUST00049,PROD00082,12,0.05,2022-10-23
ORD006530,CUST00515,PROD00496,11,0.0,2023-06-06
ORD003071,CUST00022,PROD00226,10,0.0,2024-08-03
ORD009737,CUST00691,PROD00447,6,0.2,2024-05-29
ORD002148,CUST00738,PROD00240,5,,2023-09-22
ORD004772,CUST99680,PROD00397,1,0.15,2023-08-08
ORD003430,CUST00228,PROD00137,2,0.05,2023-09-21
ORD007812,CUST00552,PROD00314,11,0.2,2024-06-06
ORD004849,CUST00666,PROD00519,6,0.15,2024-03-05
ORD005021,CUST00125,PROD00015,6,0.05,2023-02-27
ORD000450,CUST00932,PROD00116,13,0.15,2023-07-08
ORD003027,CUST00367,PROD00460,8,0.0,2022-06-20
ORD005891,CUST00262,PROD00117,7,0.0,2024-05-07
ORD006337,CUST00807,PROD00440,5,0.1,2022-03-17
ORD010134,CUST00742,PROD00243,4,0.0,2022-10-07
ORD007636,CUST00251,PROD00500,7,0.0,2022-07-04
ORD000811,CUST00447,PROD99087,13,0.1,2022-10-04
ORD009469,CUST00328,PROD00072,9,0.2,2023-02-14
ORD007574,CUST00317,PROD00400,6,0.25,2024-07-11
ORD005720,CUST00911,PROD00267,14,,2024-12-04
ORD005015,CUST00081,PROD00080,13,0.05,2024-11-26
ORD008171,CUST00357,PROD00424,8,0.15,2024-06-26
ORD006868,CUST00387,PROD00056,6,0.05,2022-06-15
ORD007423,CUST00188,PROD00341,2,0.2,2022-08-17
ORD007169,CUST01017,PROD00109,4,0.05,2024-09-10
ORD001478,CUST01037,PROD00429,5,0.0,2023-12-03
ORD001791,CUST00092,PROD00508,3,0.05,2022-08-01
ORD002334,CUST00381,PROD00111,13,0.1,2022-04-24
ORD002009,CUST00044,PROD00262,11,0.2,2024-12-06
ORD000683,CUST00877,PROD00485,4,0.15,2022-05-14
ORD003834,CUST00291,PROD00384,10,0.1,2022-11-22
ORD004873,CUST00788,PROD00038,3,0.0,2024-09-11
ORD006903,CUST00988,PROD00183,14,0.05,2022-04-14
ORD000058,CUST00175,PROD00017,7,0.1,2024-11-15
ORD002459,CUST00719,PROD00131,8,0.05,2022-03-14
ORD004830,CUST00256,PROD00052,13,0.15,2022-03-19
ORD007073,CUST00974,PROD00425,5,0.0,2024-09-09
ORD004054,CUST00350,PROD00379,9,0.3,2023-01-01
ORD004282,CUST00198,PROD00487,3,0.1,2024-10-09
ORD000047,CUST00292,PROD00282,4,0.0,2022-07-21
ORD000031,CUST00876,PROD00052,6,0.05,2023-04-18
ORD004030,CUST00388,PROD00298,3,0.05,2024-12-27
ORD008992,CUST00964,PROD00311,6,,2023-10-21
ORD005423,CUST00714,PROD00379,7,0.05,2023-08-08
ORD001469,CUST00598,PROD00170,6,0.05,2023-05-19
ORD001666,CUST99368,PROD00352,7,0.2,2022-02-12
ORD001417,CUST00263,PROD00013,2,0.1,2022-06-16
ORD007823,CUST00031,PROD00420,1,0.0,2024-07-31
ORD002359,CUST00081,PROD00312,5,0.0,2022-11-09
ORD009297,CUST00960,PROD00518,13,0.05,2023-12-16
ORD004748,CUST00570,PROD00338,12,0.15,2024-04-09
ORD003246,CUST00448,PROD00119,12,0.05,2024-06-30
ORD006694,CUST00479,PROD00333,1,0.05,2022-12-20
ORD009129,CUST00177,PROD00197,7,0.15,2023-03-28
ORD006872,CUST00482,PROD00477,11,0.0,2023-09-11
ORD000430,CUST00972,PROD00374,10,0.15,2023-04-01
ORD006129,CUST00892,PROD00466,10,0.15,2023-12-07
ORD007729,CUST00360,PROD00174,1,0.25,2024-12-17
ORD000386,CUST00478,PROD00488,10,0.3,2022-10-28
ORD001946,CUST00247,PROD00517,13,0.15,2023-06-03
ORD006438,CUST00833,PROD00096,,0.05,2022-02-07
ORD004105,CUST00545,PROD00137,9,0.0,2022-05-31
ORD005664,CUST00896,PROD00187,10,0.05,2022-10-05
ORD000474,CUST00201,PROD00459,5,0.1,2024-12-03
ORD006052,CUST00789,PROD00227,2,0.0,2023-04-30
ORD008769,CUST01022,PROD00450,13,0.1,2022-01-15
ORD009234,CUST99032,PROD99649,1,0.0,2023-02-27
ORD007072,CUST00357,PROD00433,3,0.0,2024-03-15
ORD010013,CUST00713,PROD00182,6,0.15,2022-10-26
ORD008150,CUST00727,PROD00305,10,0.0,2024-03-02
ORD001056,CUST00086,PROD00044,1,0.0,2022-01-29
ORD002282,CUST00775,PROD00414,3,0.25,2023-12-26
ORD006428,CUST00532,PROD00381,3,0.25,2022-01-15
ORD004247,CUST00712,PROD00288,10,0.05,2022-05-23
ORD009660,CUST00385,PROD00062,8,0.05,2022-05-21
ORD004449,CUST00036,PROD00516,9,0.05,2024-09-02
ORD006791,CUST00350,PROD00174,3,0.1,2023-05-26
ORD005961,CUST00318,PROD00518,5,0.1,2024-09-11
ORD000812,CUST00359,PROD00466,1,0.15,2023-11-06
ORD010279,CUST00060,PROD00465,12,0.15,2022-11-19
ORD004182,CUST00913,PROD00182,11,0.0,2023-01-03
ORD003248,CUST00366,PROD00164,1,0.1,2022-05-18
ORD005248,CUST00644,PROD00421,4,,2024-04-21
ORD005651,CUST00565,PROD00210,13,0.0,2022-09-15
ORD007256,CUST00730,PROD00518,8,0.0,2022-06-07
ORD000112,CUST00850,PROD00003,9,0.05,2022-12-16
ORD005994,CUST00191,PROD00277,13,0.25,2024-05-09
ORD009599,CUST00909,PROD00410,4,0.0,2023-06-19
ORD005507,CUST00417,PROD00505,2,0.2,2022-09-05
ORD001746,CUST00197,PROD00442,3,0.0,2023-05-17
ORD003754,CUST00827,PROD00396,5,0.2,2024-03-10
ORD001453,CUST00016,PROD00176,7,0.2,2023-04-06
ORD002150,CUST00794,PROD00334,11,0.05,2022-06-23
ORD000320,CUST00022,PROD00494,9,0.1,2022-09-08
ORD003873,CUST00314,PROD00513,12,0.3,2023-12-08
ORD003695,CUST00725,PROD00215,13,0.15,2022-04-04
ORD002674,CUST00158,PROD00444,7,0.0,2022-06-09
ORD001923,CUST00628,PROD00252,9,0.1,2022-02-09
ORD008508,CUST00877,PROD00511,6,0.3,2023-07-11
ORD009572,CUST01014,PROD99394,13,0.2,2022-06-02
ORD005791,CUST00222,PROD00138,13,0.0,2022-05-23
ORD004985,CUST00167,PROD00257,9,0.1,2022-07-04
ORD005035,CUST00820,PROD00442,12,,2024-11-12
ORD002130,CUST99365,PROD00213,10,0.0,2023-04-08
ORD007536,CUST00292,PROD00313,14,0.0,2024-09-03
ORD006324,CUST00447,PROD00027,10,0.0,2024-11-10
ORD007291,CUST00144,PROD00370,,0.2,2022-12-10
ORD005567,CUST00266,PROD00501,1,0.0,2024-10-02
ORD008442,CUST00182,PROD00014,14,0.0,2022-06-21
ORD007504,CUST00227,PROD00177,5,0.0,2023-11-18
ORD004484,CUST00913,PROD00251,9,0.2,2024-07-03
ORD006138,CUST00283,PROD00345,7,0.0,2022-09-22
ORD001053,CUST00897,PROD00299,14,0.0,2024-09-26
ORD004437,CUST00197,PROD00277,12,0.1,2023-10-27
ORD004844,CUST00227,PROD00479,6,0.2,2023-04-23
ORD006348,CUST00620,PROD00104,6,0.1,2024-10-25
ORD000100,CUST00180,PROD00488,10,0.15,2022-07-15
ORD007460,CUST99753,PROD00056,13,0.0,2022-06-17
ORD001457,CUST01006,PROD00448,5,0.05,2024-04-06
ORD000362,CUST00736,PROD00466,4,0.05,2023-03-30
ORD000813,CUST00563,PROD00095,11,0.0,2024-11-04
ORD001093,CUST00829,PROD00237,9,0.1,2022-10-02
ORD003350,CUST00508,PROD00073,11,0.05,2022-08-24
ORD006933,CUST00611,PROD00025,3,0.0,2023-01-13
ORD009944,CUST00420,PROD00033,8,,2022-08-22
ORD004994,CUST00175,PROD00163,10,0.0,2022-01-17
ORD008205,CUST00583,PROD00136,14,,2024-12-25
ORD007530,CUST00572,PROD00007,14,0.0,2024-11-08
ORD007119,CUST00613,PROD00278,5,0.0,2024-09-24
ORD001415,CUST00922,PROD00236,7,0.1,2022-10-25
ORD000541,CUST00315,PROD00129,,0.0,2022-12-16
ORD008771,CUST00728,PROD00426,2,0.0,2022-04-12
ORD004644,CUST00169,PROD00401,10,0.2,2022-02-01
ORD001147,CUST00092,PROD00182,8,0.2,2024-07-01
ORD003574,CUST00242,PROD00158,2,0.2,2023-03-13
ORD000755,CUST00696,PROD00321,11,0.0,2022-05-27
ORD009797,CUST00342,PROD00439,5,0.0,2024-06-29
ORD010466,CUST00249,PROD00037,5,0.0,2024-10-23
ORD009453,CUST00826,PROD00078,8,0.05,2022-12-18
ORD005278,CUST00154,PROD00124,6,0.05,2023-06-16
ORD004598,CUST00529,PROD00394,6,0.1,2024-02-15
ORD010250,CUST00057,PROD00057,2,0.05,2022-07-13
ORD005329,CUST01049,PROD00076,9,0.0,2023-04-28
ORD002997,CUST00444,PROD99885,13,0.05,2022-01-14
ORD008412,CUST00009,PROD00086,12,0.1,2023-02-15
ORD004008,CUST00155,PROD00484,2,0.0,2024-08-02
ORD008014,CUST00789,PROD00520,5,0.0,2024-08-16
ORD002609,CUST00050,PROD00236,11,0.1,2022-04-09
ORD007465,CUST00296,PROD00299,4,0.1,2023-01-23
ORD003652,CUST00784,PROD00133,8,0.05,2023-01-27
ORD003095,CUST00237,PROD00363,4,0.0,2023-01-23
ORD009174,CUST00036,PROD00422,3,0.15,2024-10-02
ORD006502,CUST99108,PROD00024,5,0.05,2022-11-22
ORD006921,CUST00309,PROD00425,4,0.05,2022-07-11
ORD005130,CUST00934,PROD00238,2,0.05,2023-03-23
ORD005398,CUST00684,PROD00116,7,,2024-02-04
ORD000602,CUST01008,PROD00218,11,0.15,2023-06-19
ORD006051,CUST00283,PROD00213,3,0.15,2023-06-14
ORD009609,CUST00909,PROD00147,1,0.05,2024-06-30
ORD005063,CUST00697,PROD00441,11,0.2,2023-08-31
ORD003781,CUST00080,PROD00300,14,,2023-07-30
ORD004614,CUST00819,PROD00482,7,0.0,2022-06-08
ORD005787,CUST00232,PROD00284,9,0.0,2023-07-13
ORD005509,CUST00251,PROD00259,13,0.0,2024-07-11
ORD001045,CUST00131,PROD00401,3,0.2,2022-03-04
ORD008367,CUST00486,PROD00454,8,0.05,2022-08-11
ORD001558,CUST00013,PROD00304,6,0.0,2023-10-24
ORD007034,CUST00949,PROD00004,3,0.0,2022-08-12
ORD001488,CUST00897,PROD00262,14,0.15,2024-06-14
ORD004343,CUST01039,PROD00232,13,0.0,2022-05-20
ORD000181,CUST00111,PROD00499,11,0.1,2023-07-24
ORD009899,CUST00981,PROD00059,12,0.2,2022-03-10
ORD004962,CUST00277,PROD00276,11,0.15,2022-03-31
ORD002116,CUST00399,PROD00172,13,0.0,2023-10-04
ORD001700,CUST00261,PROD99719,5,0.25,2023-03-19
ORD001380,CUST00767,PROD00148,4,0.15,2023-03-05
ORD005401,CUST00431,PROD00443,3,0.15,2024-06-03
ORD002405,CUST00790,PROD00303,8,0.25,2023-02-06
ORD001396,CUST00147,PROD00041,13,0.0,2023-08-04
ORD010167,CUST00166,PROD00429,8,0.0,2023-07-11
ORD000619,CUST00376,PROD00470,6,0.2,2022-12-10
ORD003539,CUST00031,PROD00487,4,0.05,2023-07-11
ORD008234,CUST00630,PROD00337,7,0.1,2023-12-20
ORD001601,CUST00790,PROD00366,11,0.1,2023-09-30
ORD009386,CUST00382,PROD00007,2,0.0,2023-12-12
ORD009928,CUST00290,PROD00085,12,0.05,2023-11-14
ORD001616,CUST01026,PROD00470,5,0.0,2023-05-18
ORD009753,CUST00283,PROD00496,4,0.0,2023-01-02
ORD000439,CUST00238,PROD00096,7,0.05,2022-03-10
ORD007376,CUST01007,PROD00056,14,0.0,2022-11-17
ORD002084,CUST00054,PROD00415,2,,2022-02-13
ORD005951,CUST00974,PROD00238,4,0.0,2024-09-22
ORD007963,CUST00547,PROD00091,7,0.25,2022-09-25
ORD010159,CUST00889,PROD00343,8,0.0,2022-12-30
ORD005355,CUST00739,PROD00192,,0.0,2022-12-12
ORD005724,CUST00145,PROD00394,11,0.1,2022-08-23
ORD007938,CUST99959,PROD00417,12,0.0,2022-11-15
ORD003081,CUST00605,PROD00473,13,1.5,2024-06-17
ORD002546,CUST00507,PROD00455,14,0.0,2023-12-11
ORD007521,CUST00133,PROD00328,6,0.0,2024-07-01
ORD008973,CUST00807,PROD00471,3,0.05,2024-09-08
ORD010224,CUST00529,PROD00258,7,0.0,2022-06-23
ORD001919,CUST00561,PROD00278,5,0.0,2022-12-21
ORD008969,CUST00829,PROD00233,1,0.1,2023-06-15
ORD006658,CUST00612,PROD00146,11,0.0,2023-10-27
ORD009914,CUST00444,PROD00174,2,,2022-05-11
ORD004443,CUST00547,PROD00174,9,0.0,2023-04-16
ORD007384,CUST00826,PROD00474,13,0.25,2023-10-07
ORD002055,CUST00301,PROD00432,5,0.0,2024-09-22
ORD003149,CUST00472,PROD00450,8,0.0,2023-10-18
ORD009921,CUST00810,PROD00305,5,0.0,2024-09-23
ORD002363,CUST00563,PROD00223,9,0.15,2022-09-13
ORD002226,CUST00746,PROD00104,7,0.0,2022-01-28
ORD004697,CUST01027,PROD00357,2,0.15,2024-05-01
ORD001127,CUST00296,PROD00200,11,0.0,2023-11-15
ORD010437,CUST00818,PROD00330,8,0.1,2024-12-03
ORD005370,CUST00456,PROD00276,7,0.3,2022-12-15
ORD010358,CUST00134,PROD00437,2,0.0,2024-05-02
ORD007136,CUST01007,PROD00320,8,0.15,2024-06-18
ORD002445,CUST00972,PROD99461,1,0.2,2024-11-30
ORD004706,CUST99603,PROD00164,11,0.05,2024-10-31
ORD001323,CUST00958,PROD00162,10,0.0,2024-08-08
ORD001604,CUST00741,PROD00226,9,0.0,2023-05-31
ORD003413,CUST00525,PROD00066,6,0.1,2024-05-01
ORD008413,CUST00472,PROD00022,12,0.2,2024-11-17
ORD009278,CUST00434,PROD00064,14,0.15,2024-12-17
ORD008202,CUST00138,PROD00305,10,0.05,2022-10-01
ORD007718,CUST00218,PROD00125,,0.15,2022-03-03
ORD005919,CUST00397,PROD00169,1,0.05,2023-12-18
ORD005147,CUST00280,PROD00198,13,0.0,2023-09-20
ORD005832,CUST00505,PROD00070,14,0.05,2023-10-30
ORD002291,CUST01006,PROD00042,9,0.0,2023-05-11
ORD010063,CUST01041,PROD00388,5,0.05,2022-05-18
ORD005704,CUST00914,PROD00329,13,0.1,2024-06-07
ORD001508,CUST00394,PROD00071,13,0.0,2023-08-12
ORD006108,CUST00960,PROD00401,5,0.05,2024-02-11
ORD001560,CUST00395,PROD00181,10,0.1,2024-05-28
ORD008337,CUST00403,PROD00055,10,0.0,2023-01-22
ORD006811,CUST00531,PROD00269,5,0.0,2023-01-06
ORD010128,CUST00472,PROD00298,6,0.2,2024-08-10
ORD007481,CUST00008,PROD00007,14,0.1,2023-01-28
ORD003922,CUST00629,PROD00209,3,0.0,2023-11-26
ORD001837,CUST01029,PROD00320,3,0.05,2024-07-07
ORD004575,CUST01037,PROD99450,11,0.1,2022-03-12
ORD007896,CUST00027,PROD00320,1,0.05,2024-01-15
ORD000982,CUST00932,PROD00125,5,0.0,2024-05-04
ORD009022,CUST00616,PROD00328,13,0.05,2024-11-05
ORD001355,CUST00268,PROD00268,8,0.2,2022-04-25
ORD002871,CUST00539,PROD00335,8,0.0,2023-02-15
ORD000046,CUST00112,PROD00519,8,0.1,2024-08-10
ORD002543,CUST00412,PROD00274,3,0.0,2024-04-14
ORD009295,CUST00480,PROD00021,6,0.1,2024-02-19
ORD000749,CUST00649,PROD00220,13,0.1,2024-11-17
ORD005649,CUST00098,PROD00057,5,0.2,2023-05-24
ORD004951,CUST00871,PROD00307,1,0.1,2022-07-02
ORD006685,CUST00468,PROD00444,11,0.0,2024-06-12
ORD006915,CUST00722,PROD00295,3,0.1,2024-01-15
ORD006606,CUST00644,PROD00289,13,0.05,2023-10-06
ORD005435,CUST00650,PROD00395,5,0.05,2024-06-02
ORD007984,CUST00549,PROD00031,8,0.0,2023-01-07
ORD000536,CUST00583,PROD00315,3,0.2,2023-12-30
ORD007090,CUST00134,PROD00172,8,0.0,2024-06-20
ORD006045,CUST00150,PROD00192,4,0.05,2022-12-30
ORD006755,CUST00074,PROD00456,5,0.3,2024-11-17
ORD002252,CUST99383,PROD00125,11,0.0,2022-05-22
ORD001026,CUST00962,PROD00400,12,0.0,2024-08-05
ORD003486,CUST00478,PROD00109,11,0.1,2023-05-09
ORD005757,CUST00460,PROD00355,2,0.0,2023-04-27
ORD004421,CUST00148,PROD00046,10,0.15,2022-10-21
ORD007020,CUST00457,PROD00165,12,0.05,2023-02-06
ORD004272,CUST00720,PROD00162,9,0.05,2024-05-30
ORD006867,CUST00397,PROD00288,1,0.05,2023-01-01
ORD003935,CUST00268,PROD00403,13,0.15,2024-08-02
ORD008027,CUST00376,PROD00333,5,0.05,2024-03-06
ORD004632,CUST00169,PROD99499,6,0.15,2024-01-06
ORD010380,CUST00835,PROD00438,12,0.05,2023-03-23
ORD008798,CUST99013,PROD00097,3,0.0,2024-04-08
ORD000665,CUST00203,PROD00395,12,0.0,2024-01-24
ORD007244,CUST00018,PROD00300,10,,2022-06-24
ORD002890,CUST00838,PROD00424,6,0.05,2024-02-17
ORD004092,CUST00976,PROD00148,4,0.1,2022-10-19
ORD002971,CUST00603,PROD00207,14,0.15,2024-04-28
ORD009832,CUST00679,PROD00131,2,0.15,2022-02-13
ORD004276,CUST01034,PROD00075,3,0.2,2022-08-10
ORD004689,CUST00288,PROD00515,,0.15,2023-07-18
ORD010339,CUST00401,PROD00175,4,0.1,2023-01-15
ORD009381,CUST00442,PROD00001,2,0.1,2024-08-24
ORD004338,CUST00218,PROD00246,8,0.15,2023-08-18
ORD000676,CUST00591,PROD00052,10,0.05,2023-01-06
ORD007689,CUST00974,PROD00192,1,0.3,2023-08-25
ORD004386,CUST00299,PROD00268,1,0.0,2022-02-27
ORD009764,CUST01007,PROD00483,2,0.1,2022-10-07
ORD008621,CUST00027,PROD00210,8,0.1,2024-02-21
ORD008253,CUST00636,PROD00288,9,0.0,2022-02-09
ORD003036,CUST00816,PROD00384,9,0.0,2024-10-09
ORD001963,CUST00125,PROD00062,5,0.0,2024-12-17
ORD001841,CUST00833,PROD00315,9,0.1,2022-09-09
ORD009782,CUST00166,PROD00212,13,0.25,2024-01-10
ORD004171,CUST99718,PROD00029,7,0.05,2023-08-09
ORD007524,CUST00830,PROD00241,1,0.0,2024-08-30
ORD004897,CUST00494,PROD00229,7,0.1,2024-08-30
ORD006761,CUST00354,PROD00424,14,0.0,2023-09-13
ORD005681,CUST00140,PROD00177,2,,2024-08-15
ORD003998,CUST00547,PROD00109,9,,2024-02-29
ORD008741,CUST00574,PROD00007,12,0.1,2024-10-17
ORD006070,CUST00037,PROD00013,10,0.05,2022-04-07
ORD007239,CUST00736,PROD00272,10,0.0,2024-12-25
ORD009003,CUST00341,PROD00341,13,0.0,2023-05-04
ORD009388,CUST01011,PROD00365,9,0.0,2023-01-27
ORD000412,CUST99183,PROD00196,10,0.1,2024-04-10
ORD000614,CUST00109,PROD00104,13,0.0,2022-04-29
ORD003816,CUST00097,PROD00029,9,0.05,2024-12-15
ORD006081,CUST99091,PROD00437,3,0.0,2024-11-14
ORD001431,CUST00674,PROD00116,6,0.05,2022-06-01
ORD005764,CUST00771,PROD00328,7,0.0,2024-11-18
ORD010177,CUST00788,PROD00216,3,0.15,2022-05-25
ORD006462,CUST00055,PROD00138,8,0.1,2023-11-04
ORD008502,CUST00610,PROD00086,14,0.0,2023-12-04
ORD006855,CUST00915,PROD00135,2,0.15,2022-04-03
ORD007531,CUST00382,PROD00229,11,0.0,2023-10-24
ORD001418,CUST00020,PROD00177,6,0.0,2022-07-14
ORD004823,CUST00488,PROD00250,9,0.0,2022-04-05
ORD000605,CUST00137,PROD00481,4,0.05,2024-07-07
ORD001273,CUST00463,PROD00114,1,0.0,2023-08-08
ORD010410,CUST00177,PROD00105,2,0.15,2022-10-24
ORD007421,CUST00283,PROD00451,7,0.05,2022-10-06
ORD007882,CUST00988,PROD00221,11,0.2,2023-09-15
ORD004603,CUST00046,PROD00301,12,0.0,2023-07-02
ORD000248,CUST00258,PROD00062,13,0.05,2024-09-20
ORD005054,CUST00843,PROD00389,13,0.1,2022-11-20
ORD002901,CUST00676,PROD00362,11,0.05,2023-10-20
ORD001983,CUST00510,PROD00036,14,0.0,2024-03-27
ORD009991,CUST00856,PROD00115,14,0.15,2022-03-27
ORD006232,CUST00864,PROD00397,4,0.0,2023-12-03
ORD000200,CUST00579,PROD00275,12,0.2,2022-01-04
ORD004709,CUST00473,PROD00179,7,0.0,2022-02-05
ORD000486,CUST00759,PROD00344,12,0.25,2022-03-17
ORD002880,CUST00589,PROD00125,8,0.2,2023-12-01
ORD008725,CUST00497,PROD00369,3,0.1,2022-10-20
ORD010311,CUST00647,PROD00046,14,0.15,2024-04-05
ORD002824,CUST00086,PROD00229,1,0.15,2024-01-21
ORD000456,CUST00228,PROD99004,10,0.0,2022-06-02
ORD001079,CUST00021,PROD00336,8,0.3,2022-06-12
ORD009512,CUST00985,PROD00320,4,0.05,2024-09-05
ORD007604,CUST00833,PROD00369,7,0.3,2023-05-25
ORD001722,CUST00461,PROD00220,13,0.25,2024-03-26
ORD008812,CUST00592,PROD00080,7,0.15,2024-10-31
ORD004336,CUST00881,PROD00403,12,0.05,2024-09-22
ORD008808,CUST00417,PROD00379,6,0.1,2024-05-11
ORD002795,CUST00963,PROD00157,4,0.0,2022-03-28
ORD006726,CUST00209,PROD00293,13,0.25,2024-03-27
ORD009402,CUST00809,PROD00051,8,0.1,2023-01-22
ORD005492,CUST00360,PROD00100,1,0.0,2023-09-05
ORD000863,CUST00346,PROD00232,10,0.1,2024-10-16
ORD002095,CUST00691,PROD00151,7,0.05,2024-09-01
ORD000948,CUST00427,PROD00057,12,0.3,2024-12-30
ORD003316,CUST00760,PROD00213,11,0.0,2022-12-28
ORD001445,CUST00857,PROD00469,8,0.05,2022-09-16
ORD001281,CUST00489,PROD00158,7,0.25,2023-10-13
ORD010121,CUST00626,PROD00301,5,0.0,2023-04-16
ORD000123,CUST00693,PROD00235,6,0.1,2024-04-16
ORD000004,CUST00298,PROD00334,10,0.0,2024-02-25
ORD008377,CUST00086,PROD00505,6,0.0,2022-06-17
ORD006238,CUST00182,PROD00326,10,0.0,2022-06-06
ORD009400,CUST00320,PROD00306,14,0.1,2022-10-04
ORD004101,CUST00196,PROD00195,14,0.1,2022-04-23
ORD002303,CUST00522,PROD00099,3,0.15,2024-07-25
ORD008036,CUST00421,PROD00421,12,0.15,2023-10-19
ORD002005,CUST00372,PROD00184,14,,2023-04-22
ORD007380,CUST00447,PROD00497,14,0.05,2024-02-03
ORD009377,CUST00856,PROD00437,3,0.1,2023-06-18
ORD001006,CUST00341,PROD00265,2,0.0,2022-01-17
ORD003182,CUST00757,PROD00154,,,2023-09-21
ORD007365,CUST00262,PROD00312,12,0.0,2022-12-04
ORD003746,CUST00734,PROD00348,8,0.15,2022-07-02
ORD003056,CUST00826,PROD00378,14,0.0,2024-12-27
ORD002886,CUST00991,PROD00213,7,0.25,2022-05-10
ORD004609,CUST00304,PROD00160,5,0.0,2023-01-22
ORD002133,CUST00729,PROD00459,6,0.25,2023-04-26
ORD007008,CUST00281,PROD00228,12,0.0,2022-01-04
ORD008219,CUST00877,PROD00040,1,0.05,2022-01-12
ORD010326,CUST00538,PROD00176,5,0.0,2022-12-10
ORD002058,CUST00232,PROD00366,10,0.1,2024-05-19
ORD003992,CUST00688,PROD00366,13,,2022-11-30
ORD000230,CUST00891,PROD00325,6,0.0,2023-05-28
ORD003932,CUST00320,PROD00314,10,0.0,2023-10-28
ORD004025,CUST00382,PROD00334,14,0.2,2023-08-23
ORD009839,CUST00174,PROD00414,12,0.0,2022-05-03
ORD009888,CUST00124,PROD00147,1,0.0,2022-12-04
ORD004872,CUST99240,PROD00460,12,0.0,2022-02-05
ORD003008,CUST00107,PROD00339,10,0.15,2024-11-08
ORD005748,CUST00978,PROD00420,8,0.15,2022-08-28
ORD009020,CUST00392,PROD00333,8,0.05,2023-02-18
ORD000210,CUST00883,PROD00483,7,0.0,2024-01-14
ORD005280,CUST01007,PROD00407,2,0.1,2022-02-10
ORD002751,CUST00738,PROD99725,13,0.1,2023-12-06
ORD007349,CUST00848,PROD00122,2,0.2,2023-06-22
ORD008676,CUST00943,PROD00510,6,0.05,2022-06-05
ORD005066,CUST00443,PROD00217,2,0.3,2024-07-10
ORD000281,CUST00598,PROD00499,10,0.2,2023-03-20
ORD002945,CUST00172,PROD00022,11,0.0,2022-03-16
ORD008728,CUST00848,PROD00513,8,0.1,2023-03-08
ORD007394,CUST00942,PROD00125,8,0.0,2024-08-19
ORD005560,CUST00100,PROD00139,9,0.1,2022-08-24
ORD004514,CUST00352,PROD00328,1,0.0,2024-09-04
ORD001729,CUST00802,PROD00170,8,0.2,2022-11-08
ORD008142,CUST00830,PROD00242,12,0.15,2022-06-11
ORD000338,CUST00128,PROD00465,12,0.0,2023-02-05
ORD005818,CUST00669,PROD00300,13,0.1,2022-02-12
ORD002651,CUST00114,PROD00224,6,0.0,2022-08-16
ORD009930,CUST00821,PROD00272,5,0.0,2022-05-24
ORD009179,CUST00259,PROD00506,6,0.1,2022-10-07
ORD008311,CUST00885,PROD00354,13,0.0,2022-01-26
ORD006963,CUST00594,PROD00026,6,0.1,2022-08-26
ORD004768,CUST00756,PROD00087,4,0.0,2023-02-27
ORD008879,CUST00275,PROD99689,2,0.0,2022-05-15
ORD001227,CUST00673,PROD00509,14,0.0,2022-12-23
ORD005260,CUST00707,PROD00330,4,0.05,2024-03-29
ORD008871,CUST00740,PROD00044,5,0.0,2022-03-30
ORD002145,CUST01028,PROD00429,9,0.05,2022-11-26
ORD009455,CUST00917,PROD00186,11,0.05,2023-03-21
ORD004864,CUST00029,PROD00180,9,,2024-01-07
ORD002112,CUST00960,PROD99149,7,0.0,2024-05-28
ORD010479,CUST00259,PROD00434,3,0.05,2023-01-31
ORD006537,CUST99955,PROD00167,12,0.0,2022-11-28
ORD004191,CUST00112,PROD00328,12,0.1,2022-07-06
